query,library,term,p_value,adj_p_value,n_genes,genes
UBR3ring (38),ChEA_2022,E2F1 26619117 ChIP-Seq Hepatocytes Mouse Liver,1.924337832822015e-10,1.1680730645229632e-07,22,FANCI;SDF2L1;GTF3C5;NDUFB10;TBCD;TSC2;THOC3;FANCB;HAUS5;AAAS;FTSJ3;BAG6;SART1;CDC23;CDC45;AP1G2;HOOK1;STT3A;RNPS1;POLE;TELO2;CEP78
UBR3ring (38),ChEA_2022,KDM5B 21448134 ChIP-Seq MESCs Mouse,2.6470164917316815e-06,0.0008033695052405654,18,FANCI;COL14A1;NCAPG2;TBCD;UBR3;THOC3;FTSJ3;RPTOR;POLR3A;CDC23;CDC45;AP1G2;HOOK1;STT3A;RNPS1;KNTC1;POLE;CEP78
UBR3ring (38),ChEA_2022,CTCF 33576154 ChIP-Seq Human Liver ProstateCancer,9.817886330563774e-06,0.001986485667550737,19,PLEKHG4;SDF2L1;GTF3C5;NDUFB10;COL14A1;BRAT1;TBCD;HAUS5;AAAS;ELP6;BAG6;GCFC2;POLR3A;AP1G2;HOOK1;RNPS1;LRCH3;POLE;TELO2
UBR3ring (38),ChEA_2022,MYC 19030024 ChIP-ChIP MESCs Mouse,0.00011324760551528771,0.015607650393422396,15,FANCI;SDF2L1;GTF3C5;AAAS;FTSJ3;SART1;POLR3A;CDC23;BAG2;STT3A;RNPS1;KNTC1;PPIL3;POLE;TELO2
UBR3ring (38),ChEA_2022,YY1 33199912 ChIP-Seq 293T Human KidneyEmbryo,0.00013307073505883511,0.015607650393422396,17,FANCI;PLEKHG4;NDUFB10;TBCD;UBR3;THOC3;FANCB;HAUS5;ELP6;FTSJ3;RPTOR;GCFC2;SART1;CDC23;HOOK1;LRCH3;CEP78
UBR3ring (38),ChEA_2022,CHD1 19587682 ChIP-ChIP MESCs Mouse,0.00015427661014915054,0.015607650393422396,7,HOOK1;KNTC1;FANCB;PPIL3;AAAS;FTSJ3;CEP78
UBR3ring (38),ChEA_2022,JUN 27471255 ChIP-Seq Chondrocytes Mouse Rib,0.00021555806763452317,0.01668294817915827,18,FANCI;SDF2L1;NDUFB10;MPG;BRAT1;TBCD;UBR3;THOC3;HAUS5;AAAS;RPTOR;BAG2;STT3A;KNTC1;PPIL3;POLE;TELO2;CEP78
UBR3ring (38),ChEA_2022,JARID1A 20064375 ChIP-Seq MESCs Mouse,0.0002198741110926955,0.01668294817915827,11,SART1;POLR3A;CDC23;GTF3C5;NDUFB10;STT3A;TSC2;THOC3;PPIL3;AAAS;FTSJ3
UBR3ring (38),ChEA_2022,RXRA 24833708 ChIP-Seq LIVER Mouse,0.0002568012227763808,0.017319815802807018,10,SDF2L1;POLR3A;CDC45;AP1G2;BAG2;COL14A1;TBCD;RNPS1;AAAS;LRCH3
UBR3ring (38),ChEA_2022,OLIG2 29049317 ChIP-Seq Mouse SpinalCord,0.0003172970318040256,0.019259929830504355,10,RPTOR;SDF2L1;CDC45;GTF3C5;BRAT1;TBCD;RNPS1;MAGED2;HAUS5;ELP6
UBR3ring (38),ChEA_2022,MYC 18358816 ChIP-ChIP MESCs Mouse,0.0010385304238078382,0.05730799702285071,12,SDF2L1;CDC23;AP1G2;BAG2;MPG;STT3A;RNPS1;PPIL3;AAAS;TELO2;FTSJ3;CEP78
UBR3ring (38),ChEA_2022,NELFA 20434984 ChIP-Seq ESCs Mouse,0.0013115169225007722,0.06634089766316406,9,SART1;SDF2L1;CDC23;MPG;TSC2;RNPS1;AAAS;LRCH3;CEP78
UBR3ring (38),ChEA_2022,GABP 19822575 ChIP-Seq HepG2 Human,0.0016866955521783165,0.07875570770555677,11,FANCI;SART1;GTF3C5;AP1G2;UBR3;THOC3;RNPS1;PPIL3;AAAS;LRCH3;FTSJ3
UBR3ring (38),ChEA_2022,SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse,0.0022573565308693466,0.09787252958840667,9,FANCI;BAG6;AP1G2;TBCD;FANCB;PPIL3;AAAS;TELO2;CEP78
UBR3ring (38),DisGeNET,Mental and motor retardation,1.959929780801416e-06,0.0018521336428573383,11,FANCI;POLR3A;CDC45;BRAT1;TBCD;STT3A;TSC2;MAGED2;FANCB;AAAS;TELO2
UBR3ring (38),DisGeNET,Global developmental delay,4.105650979804932e-06,0.0019399200879578302,11,FANCI;RYR2;POLR3A;CDC45;BRAT1;TBCD;STT3A;TSC2;FANCB;AAAS;TELO2
UBR3ring (38),DisGeNET,Cognitive delay,9.054629030606144e-06,0.0028522081446409353,10,FANCI;POLR3A;CDC45;BRAT1;TBCD;STT3A;TSC2;FANCB;AAAS;TELO2
UBR3ring (38),DisGeNET,Small head,8.61755907895942e-05,0.02035898332404163,7,FANCI;CDC45;BRAT1;STT3A;FANCB;AAAS;TELO2
UBR3ring (38),DisGeNET,Fanconi Anemia,0.0002100123938365565,0.039692342435109176,5,FANCI;MPG;FANCB;AAAS;TELO2
UBR3ring (38),DisGeNET,Infratentorial atrophy,0.00027737155465321555,0.04368601985788145,4,POLR3A;TBCD;STT3A;MAGED2
UBR3ring (38),DisGeNET,hypopigmented skin patch,0.00035904243199805333,0.0484707283197372,3,FANCI;TSC2;FANCB
UBR3ring (38),DisGeNET,Cerebellar atrophy,0.0004524497203535832,0.05039909932566086,4,POLR3A;BRAT1;TBCD;STT3A
UBR3ring (38),DisGeNET,Cerebellar degeneration,0.00047999142214915106,0.05039909932566086,4,POLR3A;TBCD;STT3A;AAAS
UBR3ring (38),DisGeNET,Cerebellar Ataxia,0.0006329680334700862,0.059815479162923145,6,PLEKHG4;POLR3A;BRAT1;AAAS;TELO2;CEP78
UBR3ring (38),DisGeNET,CNS hypomyelination,0.0007215335029183979,0.061986287296171456,2,POLR3A;TBCD
UBR3ring (38),DisGeNET,Hypomyelination,0.0008671965195517725,0.06303851622895577,2,POLR3A;TBCD
UBR3ring (38),DisGeNET,Pyridoxine-responsive sideroblastic anemia,0.0008671965195517725,0.06303851622895577,2,FANCI;FANCB
UBR3ring (38),DisGeNET,Spastic Ataxia,0.0009449004432908564,0.06378077992213281,2,POLR3A;AAAS
UBR3ring (38),DisGeNET,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",0.0012413585132347558,0.07606781349718231,4,FANCI;MPG;FANCB;TELO2
UBR3ring (38),DisGeNET,Esophageal atresia with or without tracheoesophageal fistula,0.0012879206518041449,0.07606781349718231,2,FANCI;FANCB
UBR3ring (38),DisGeNET,Neuronal loss in central nervous system,0.0017882687435073162,0.09940670368320081,2,BRAT1;TBCD
UBR3ring (38),DisGeNET,Dysautonomia,0.00189776395514496,0.09963260764511041,2,BRAT1;AAAS
UBR3ring (38),DisGeNET,Esophageal Atresia,0.0020103738257067983,0.09998964554173286,2,FANCI;FANCB
UBR3ring (38),InterPro_Domains_2019,MIR motif,0.00015666537518096716,0.004386630505067081,2,RYR2;SDF2L1
UBR3ring (38),InterPro_Domains_2019,Ribosomal RNA methyltransferase FtsJ domain,0.009464811895936884,0.035302673952433895,1,FTSJ3
UBR3ring (38),InterPro_Domains_2019,Gamma-adaptin ear (GAE) domain,0.009464811895936884,0.035302673952433895,1,AP1G2
UBR3ring (38),InterPro_Domains_2019,BAG domain,0.009464811895936884,0.035302673952433895,1,BAG2
UBR3ring (38),InterPro_Domains_2019,Calponin homology domain,0.01036265362871444,0.035302673952433895,2,HOOK1;LRCH3
UBR3ring (38),InterPro_Domains_2019,WD40-repeat-containing domain,0.010565792119454256,0.035302673952433895,3,RPTOR;THOC3;AAAS
UBR3ring (38),InterPro_Domains_2019,RyR/IP3R Homology associated domain,0.011347288056139465,0.035302673952433895,1,RYR2
UBR3ring (38),InterPro_Domains_2019,RIH domain,0.011347288056139465,0.035302673952433895,1,RYR2
UBR3ring (38),InterPro_Domains_2019,"Inositol 1,4,5-trisphosphate/ryanodine receptor",0.011347288056139465,0.035302673952433895,1,RYR2
UBR3ring (38),InterPro_Domains_2019,"Zinc finger, UBR-type",0.013226281560919952,0.03703358837057586,1,UBR3
UBR3ring (38),InterPro_Domains_2019,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain",0.016973844995694702,0.04320615089813197,1,AP1G2
UBR3ring (38),InterPro_Domains_2019,Rap GTPase activating protein domain,0.020707551273270317,0.048317619637630746,1,TSC2
UBR3ring (38),InterPro_Domains_2019,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",0.026282236384327425,0.05660789375085907,1,AP1G2
UBR3ring (38),InterPro_Domains_2019,"Anaphase-promoting complex subunit 4, WD40 domain",0.03733906887382628,0.07467813774765256,1,THOC3
UBR3ring (38),InterPro_Domains_2019,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,0.04464227575868457,0.08333224808287787,1,PPIL3
UBR3ring (38),Jensen_COMPARTMENTS,Macromolecular complex,2.9188447358346867e-10,1.246346702201411e-07,27,RYR2;GTF3C5;NDUFB10;COL14A1;UBR3;RPTOR;BAG6;SART1;CDC23;CDC45;AP1G2;KNTC1;POLE;SDF2L1;TSC2;THOC3;FANCB;HAUS5;ELP6;FTSJ3;GCFC2;POLR3A;HOOK1;STT3A;RNPS1;PPIL3;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Protein complex,1.9000330909921938e-08,4.056570649268334e-06,23,RYR2;SDF2L1;GTF3C5;NDUFB10;COL14A1;TSC2;UBR3;THOC3;FANCB;HAUS5;ELP6;RPTOR;BAG6;POLR3A;CDC23;CDC45;AP1G2;HOOK1;STT3A;RNPS1;KNTC1;POLE;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Nucleoplasm,3.836864529340818e-05,0.005461137180095098,16,FANCI;GTF3C5;MPG;NCAPG2;THOC3;FANCB;AAAS;RPTOR;BAG6;GCFC2;SART1;POLR3A;CDC23;CDC45;RNPS1;POLE
UBR3ring (38),Jensen_COMPARTMENTS,TOR complex,0.00015666537518096716,0.016724028800568246,2,RPTOR;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Ribulose bisphosphate carboxylase complex,0.0007528358041022751,0.0642921776703343,3,PLEKHG4;MPG;AAAS
UBR3ring (38),Jensen_COMPARTMENTS,Nuclear replication fork,0.0013816675208550523,0.07891960789928068,2,CDC45;POLE
UBR3ring (38),Jensen_COMPARTMENTS,Nucleus,0.0014047997256603111,0.07891960789928068,19,FANCI;PLEKHG4;RYR2;MPG;NCAPG2;UBR3;THOC3;AAAS;FTSJ3;RPTOR;BAG6;SART1;POLR3A;CDC45;BAG2;RNPS1;MAGED2;PPIL3;POLE
UBR3ring (38),Jensen_COMPARTMENTS,ATR-ATRIP complex,0.0014785875016258675,0.07891960789928068,2,FANCI;CDC45
UBR3ring (38),Jensen_COMPARTMENTS,Nucleoplasm part,0.001909195164235255,0.09058070390316154,6,SART1;POLR3A;CDC45;THOC3;RNPS1;FANCB
UBR3ring (38),Jensen_COMPARTMENTS,cellular component,0.0027777732550846998,0.09269487169121773,25,RYR2;MPG;COL14A1;NCAPG2;UBR3;AAAS;RPTOR;BAG6;SART1;CDC23;CDC45;BAG2;KNTC1;POLE;FANCI;PLEKHG4;TSC2;THOC3;FTSJ3;POLR3A;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Intracellular,0.0029512671116619592,0.09269487169121773,24,FANCI;PLEKHG4;RYR2;MPG;NCAPG2;TSC2;UBR3;THOC3;AAAS;FTSJ3;RPTOR;BAG6;SART1;POLR3A;CDC23;CDC45;BAG2;RNPS1;MAGED2;KNTC1;PPIL3;LRCH3;POLE;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Intracellular part,0.0029512671116619592,0.09269487169121773,24,FANCI;PLEKHG4;RYR2;MPG;NCAPG2;TSC2;UBR3;THOC3;AAAS;FTSJ3;RPTOR;BAG6;SART1;POLR3A;CDC23;CDC45;BAG2;RNPS1;MAGED2;KNTC1;PPIL3;LRCH3;POLE;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Insulin receptor complex,0.0032146129496033685,0.09269487169121773,3,RPTOR;TSC2;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Plastid stroma,0.003272966948749745,0.09269487169121773,3,BAG6;MPG;AAAS
UBR3ring (38),Jensen_COMPARTMENTS,Apoplast,0.003763345992754081,0.09269487169121773,3,BAG6;MPG;TBCD
UBR3ring (38),Jensen_COMPARTMENTS,Cell,0.003767723110897162,0.09269487169121773,24,FANCI;PLEKHG4;RYR2;MPG;NCAPG2;TSC2;UBR3;THOC3;AAAS;FTSJ3;RPTOR;BAG6;SART1;POLR3A;CDC23;CDC45;BAG2;RNPS1;MAGED2;KNTC1;PPIL3;LRCH3;POLE;TELO2
UBR3ring (38),Jensen_COMPARTMENTS,Cell part,0.003767723110897162,0.09269487169121773,24,FANCI;PLEKHG4;RYR2;MPG;NCAPG2;TSC2;UBR3;THOC3;AAAS;FTSJ3;RPTOR;BAG6;SART1;POLR3A;CDC23;CDC45;BAG2;RNPS1;MAGED2;KNTC1;PPIL3;LRCH3;POLE;TELO2
