query,library,term,p_value,adj_p_value,n_genes,genes
union (82),ChEA_2022,CREB1 23762244 ChIP-Seq HIPPOCAMPUS Rat,0.001090491100040888,0.03166967903035412,18,TLE4;OTUD4;NCOA2;SMARCA5;CSTF2T;HAUS5;AAAS;ISL1;N4BP2L2;GPHN;FTSJ3;SART1;STT3A;UBAP2;RNPS1;DCP1A;TNRC6B;RBM6
union (82),ChEA_2022,MYC 18358816 ChIP-ChIP MESCs Mouse,0.0011696888973984384,0.03261092645946846,20,KHDRBS1;BLM;SDF2L1;MPG;AAAS;FTSJ3;RAI1;CDC23;AP1G2;BAG2;PSPC1;STT3A;UBAP2;BANF1;UBAP2L;RNPS1;PPIL3;TNPO1;TELO2;CEP78
union (82),ChEA_2022,JARID1A 20064375 ChIP-Seq MESCs Mouse,0.001278590907419883,0.03427607163352532,16,GTF3C5;NDUFB10;TSC2;CSTF2T;THOC3;AAAS;FTSJ3;SART1;POLR3A;CDC23;FRG1;STT3A;EIF3G;PPIL3;DCP1A;RBM6
union (82),ChEA_2022,FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human,0.0013512005533696779,0.034596005964714904,10,BCL9;BLM;GTF3C5;BRAT1;CSTF2T;BANF1;PPIL3;DCP1A;GPHN;TMPO
union (82),ChEA_2022,PHOX2B 30127528 ChIP-Seq KELLY Human BrainNeuroblastoma,0.001389796509342923,0.034596005964714904,17,NCOA1;NCOA2;RYR2;COL14A1;CHD7;NCAPG2;TET1;UBR3;CSTF2T;ISL1;MACROH2A1;H2BC13;GCFC2;POLR3A;BAG2;TNPO1;TNRC6B
union (82),ChEA_2022,E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human,0.0015359487501024327,0.03691573375246192,20,FANCI;KHDRBS1;RYR2;BLM;NDUFB10;TET1;TSC2;CSTF2T;AAAS;TDRD3;GPHN;RAI1;SART1;PSPC1;STT3A;KNTC1;RNPS1;POLE;TELO2;TMPO
union (82),ChEA_2022,TRIM28 17542650 ChIP-ChIP NTERA2 Human,0.0016354305572968957,0.03799650328119788,9,NCOA1;BCL9;RYR2;HOOK1;FRG1;CHD7;THOC3;DCP1A;ISL1
union (82),ChEA_2022,STAT1 19122651 ChIP-Seq HeLaS3 Human CervicalCancer,0.002114835910570814,0.047549697731221204,25,NDUFB10;MPG;BRAT1;NCAPG2;CSTF2T;N4BP2L2;AP1G2;H3C1;MVB12A;UFD1;UBAP2L;TNPO1;CCHCR1;POLE;FANCI;H2AC6;ELP6;TDRD3;BCL9;POLR3A;PSPC1;RNPS1;PPIL3;DCP1A;TNRC6B
union (82),ChEA_2022,CCND1 20090754 ChIP-ChIP RETINA Mouse,0.0024903309771817242,0.05329715576307113,14,BLM;NDUFB10;AAAS;FTSJ3;AP1G2;PSPC1;FRG1;STT3A;UBAP2;UBAP2L;RNPS1;MAGED2;CCHCR1;TNRC6B
union (82),ChEA_2022,VDR 33458620 ChIP-Seq PrimaryEpithelial Human Prostate,0.0025233947491841427,0.05329715576307113,12,KHDRBS1;PLEKHG4;GCFC2;SART1;POLR3A;AP1G2;SMARCA5;EIF3G;THOC3;DCP1A;AAAS;N4BP2L2
union (82),ChEA_2022,YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,0.0028851056989505322,0.05914466682848591,12,RPTOR;SART1;CDC23;CDC45;PSPC1;UBR3;CSTF2T;FANCB;N4BP2L2;GPHN;TNRC6B;FTSJ3
union (82),ChEA_2022,FLI1 21571218 ChIP-Seq MEGAKARYOCYTES Human,0.0033207880408759774,0.06613112184258732,31,KHDRBS1;RYR2;BLM;GTF3C5;NCAPG2;CSTF2T;AAAS;N4BP2L2;RAI1;SART1;BANF1;UBAP2L;POLE;TMPO;TLE4;FANCI;TBCD;TSC2;THOC3;HAUS5;FTSJ3;TNRC6C;POLR3A;PSPC1;FRG1;STT3A;EIF3G;UBAP2;MAGED2;DCP1A;TNRC6B
union (82),ChEA_2022,GABP 17652178 ChIP-ChIP JURKAT Human,0.0037659596158069724,0.0729131625615961,8,GTF3C5;TSC2;CSTF2T;BANF1;KNTC1;PPIL3;DCP1A;FTSJ3
union (82),ChEA_2022,ESR1 26153859 ChIP-Seq MCF-7 Human BreastCancer,0.004017944917718307,0.07400211277862094,25,BLM;GTF3C5;NDUFB10;NCAPG2;AAAS;LARP1B;RPTOR;MCRIP2;BAG2;H3C1;H4C1;POLE;TMPO;CEP78;FANCI;SMARCA5;TET1;ISL1;FTSJ3;BCL9;POLR3A;RNPS1;PPIL3;DCP1A;LRCH3
union (82),ChEA_2022,MYC 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer,0.004038206533191378,0.07400211277862094,19,FANCI;KHDRBS1;PLEKHG4;BLM;TBCD;TDRD3;GPHN;FTSJ3;SART1;POLR3A;STT3A;EIF3G;UBAP2;UBAP2L;KNTC1;RNPS1;DCP1A;TELO2;RBM6
union (82),ChEA_2022,E2F1 18555785 ChIP-Seq MESCs Mouse,0.004140720801099306,0.07400211277862094,22,NCOA2;GTF3C5;NDUFB10;MPG;TBCD;TSC2;CSTF2T;THOC3;FTSJ3;TNRC6C;CDC23;BAG2;PSPC1;FRG1;UBAP2;UBAP2L;RNPS1;DCP1A;TNPO1;LRCH3;POLE;RBM6
union (82),ChEA_2022,SOX3 22085726 ChIP-Seq NPCs Mouse,0.004332173537458601,0.07541632224403695,14,FANCI;BLM;SDF2L1;CHD7;TBCD;UBR3;SMARCA1;ISL1;N4BP2L2;LARP1B;GPHN;RNPS1;PPIL3;TNRC6B
union (82),ChEA_2022,FOXA1 33576154 ChIP-Seq Human Lung ProstateCancer,0.004436254249649232,0.07541632224403695,26,COL14A1;NCAPG2;MACROH2A1;N4BP2L2;GIGYF2;LARP1B;GPHN;BAG6;UFD1;TNPO1;RBM6;TLE4;FANCI;SMARCA5;ELP6;TDRD3;BCL9;STT3A;UBAP2;RNPS1;TAB2;MAGED2;PPIL3;LRCH3;TELO2;TNRC6B
union (82),ChEA_2022,NANOG 21062744 ChIP-ChIP HESCs Human,0.005328532472602541,0.08842826508104693,8,KHDRBS1;RAI1;HOOK1;UBAP2;KNTC1;TNPO1;POLE;FTSJ3
union (82),ChEA_2022,CTCF 31629814 ChIP-Seq Hepatocytes Mouse Tyrosinemia,0.005495539767277411,0.08907886553005477,22,NCOA1;PLEKHG4;RYR2;SDF2L1;NDUFB10;CHD7;SMARCA5;TBCD;AAAS;TNRC6C;BCL9;RAI1;POLR3A;FRG1;EIF3G;BANF1;KNTC1;TAB2;DCP1A;TNPO1;TELO2;TMPO
union (82),DisGeNET,Neurodevelopmental Disorders,2.2044909412757036e-06,0.00355584388827771,8,RAI1;CHD7;TSC2;BANF1;SMARCA1;GIGYF2;GPHN;TNRC6B
union (82),DisGeNET,Congenital Heart Defects,1.7978905476191188e-05,0.014499987266548194,8,RAI1;RYR2;CHD7;UFD1;BANF1;TAB2;FANCB;SMARCA1
union (82),DisGeNET,Hypotrophic malar bone,5.059571198701969e-05,0.02040272085876569,6,RAI1;BLM;CHD7;UFD1;BANF1;POLE
union (82),DisGeNET,Malar flattening,5.059571198701969e-05,0.02040272085876569,6,RAI1;BLM;CHD7;UFD1;BANF1;POLE
union (82),DisGeNET,Mental and motor retardation,6.377482508964399e-05,0.020573758573919153,14,FANCI;BRAT1;CHD7;TBCD;TSC2;FANCB;AAAS;RAI1;POLR3A;CDC45;STT3A;UFD1;MAGED2;TELO2
union (82),DisGeNET,Global developmental delay,0.00014334496955448447,0.03336548950079905,14,FANCI;RYR2;BRAT1;CHD7;TBCD;TSC2;FANCB;AAAS;RAI1;POLR3A;CDC45;STT3A;UFD1;TELO2
union (82),DisGeNET,Cognitive delay,0.00014479753658127302,0.03336548950079905,13,FANCI;BRAT1;CHD7;TBCD;TSC2;FANCB;AAAS;RAI1;POLR3A;CDC45;STT3A;UFD1;TELO2
union (82),DisGeNET,Esophageal atresia with or without tracheoesophageal fistula,0.00020208619618367288,0.04074562930553304,3,FANCI;CHD7;FANCB
union (82),DisGeNET,Short stature,0.00023730490951862136,0.0425303132281707,11,FANCI;RAI1;BLM;POLR3A;CDC45;CHD7;UFD1;BANF1;FANCB;AAAS;POLE
union (82),DisGeNET,Acute monocytic leukemia,0.0002972691738535788,0.047949517742582264,4,RPTOR;FANCB;TNPO1;GPHN
union (82),DisGeNET,Ventricular Septal Defects,0.0003335459385613161,0.04890996353630935,6,RYR2;CDC45;CHD7;UFD1;TAB2;ISL1
union (82),DisGeNET,Esophageal Atresia,0.00039547978957269755,0.05315907504839676,3,FANCI;CHD7;FANCB
union (82),DisGeNET,Addicted to cocaine,0.0005867325726622637,0.07279997228494088,2,SMARCA5;SMARCA1
union (82),DisGeNET,Chromosome Breakage,0.0007793004316657356,0.08978654259120225,3,FANCI;BLM;FANCB
union (82),InterPro_Domains_2019,Ubiquitin-associated domain,3.1444627394173254e-05,0.001855233016256222,4,TNRC6C;UBAP2L;UBAP2;TDRD3
union (82),InterPro_Domains_2019,"SNF2-related, N-terminal domain",0.0003023729300357956,0.006107930192694647,3,CHD7;SMARCA5;SMARCA1
union (82),InterPro_Domains_2019,RNA recognition motif domain,0.00031057272166243967,0.006107930192694647,6,TNRC6C;PSPC1;EIF3G;CSTF2T;RNPS1;RBM6
union (82),InterPro_Domains_2019,MIR motif,0.0007314649167854895,0.010713964290222575,2,RYR2;SDF2L1
union (82),InterPro_Domains_2019,"Helicase, C-terminal",0.0010176843483761147,0.010713964290222575,4,BLM;CHD7;SMARCA5;SMARCA1
union (82),InterPro_Domains_2019,"Helicase superfamily 1/2, ATP-binding domain",0.0010895556905311092,0.010713964290222575,4,BLM;CHD7;SMARCA5;SMARCA1
union (82),InterPro_Domains_2019,PAS fold,0.0027138129322115075,0.022873566142925565,2,NCOA1;NCOA2
union (82),InterPro_Domains_2019,SANT domain,0.005062892337468516,0.037338830988830306,2,SMARCA5;SMARCA1
union (82),InterPro_Domains_2019,PAS domain,0.008556134545697591,0.056090215355128654,2,NCOA1;NCOA2
union (82),InterPro_Domains_2019,SANT/Myb domain,0.01405194747976424,0.06841771907143504,2,SMARCA5;SMARCA1
union (82),InterPro_Domains_2019,WD40-repeat-containing domain,0.017064332846916042,0.06841771907143504,4,TLE4;RPTOR;THOC3;AAAS
union (82),InterPro_Domains_2019,Gamma-adaptin ear (GAE) domain,0.020334452124159075,0.06841771907143504,1,AP1G2
union (82),InterPro_Domains_2019,"Groucho/TLE, N-terminal Q-rich domain",0.020334452124159075,0.06841771907143504,1,TLE4
union (82),InterPro_Domains_2019,MABP domain,0.020334452124159075,0.06841771907143504,1,MVB12A
union (82),InterPro_Domains_2019,Ribosomal RNA methyltransferase FtsJ domain,0.020334452124159075,0.06841771907143504,1,FTSJ3
union (82),InterPro_Domains_2019,BAG domain,0.020334452124159075,0.06841771907143504,1,BAG2
union (82),InterPro_Domains_2019,UMA domain,0.020334452124159075,0.06841771907143504,1,MVB12A
union (82),InterPro_Domains_2019,RIH domain,0.024352069500002304,0.06841771907143504,1,RYR2
union (82),InterPro_Domains_2019,RyR/IP3R Homology associated domain,0.024352069500002304,0.06841771907143504,1,RYR2
union (82),InterPro_Domains_2019,BRK domain,0.024352069500002304,0.06841771907143504,1,CHD7
union (82),InterPro_Domains_2019,"Inositol 1,4,5-trisphosphate/ryanodine receptor",0.024352069500002304,0.06841771907143504,1,RYR2
union (82),InterPro_Domains_2019,LEM domain,0.028353412163333074,0.06970213823486048,1,TMPO
union (82),InterPro_Domains_2019,"Zinc finger, UBR-type",0.028353412163333074,0.06970213823486048,1,UBR3
union (82),InterPro_Domains_2019,La-type HTH domain,0.028353412163333074,0.06970213823486048,1,LARP1B
union (82),InterPro_Domains_2019,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain",0.036307532410312794,0.0856857764883382,1,AP1G2
union (82),InterPro_Domains_2019,Ubiquitin system component CUE,0.04026043907859986,0.08991870413662262,1,TAB2
union (82),InterPro_Domains_2019,Calponin homology domain,0.04367807886307375,0.08991870413662262,2,HOOK1;LRCH3
union (82),InterPro_Domains_2019,"Zinc finger, CXXC-type",0.04419732915189926,0.08991870413662262,1,TET1
union (82),InterPro_Domains_2019,Rap GTPase activating protein domain,0.04419732915189926,0.08991870413662262,1,TSC2
union (82),Jensen_COMPARTMENTS,Macromolecular complex,1.8103388673705563e-06,0.0007212040084462545,38,KHDRBS1;RYR2;GTF3C5;NDUFB10;COL14A1;UBR3;CSTF2T;N4BP2L2;RPTOR;BAG6;SART1;CDC23;CDC45;AP1G2;UBAP2L;KNTC1;POLE;TMPO;NCOA1;SDF2L1;SMARCA5;TSC2;THOC3;HAUS5;FANCB;SMARCA1;ELP6;FTSJ3;GCFC2;POLR3A;HOOK1;FRG1;STT3A;EIF3G;RNPS1;PPIL3;TELO2;TNRC6B
union (82),Jensen_COMPARTMENTS,Nucleoplasm,2.4614471278029163e-06,0.0007212040084462545,29,KHDRBS1;BLM;GTF3C5;MPG;NCAPG2;CSTF2T;AAAS;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BANF1;POLE;TLE4;NCOA1;FANCI;NCOA2;SMARCA5;THOC3;FANCB;ISL1;BCL9;GCFC2;POLR3A;PSPC1;FRG1;RNPS1
union (82),Jensen_COMPARTMENTS,Nucleoplasm part,0.0001303628133863581,0.019306078218903594,11,SART1;BLM;POLR3A;CDC45;PSPC1;FRG1;SMARCA5;CSTF2T;THOC3;RNPS1;FANCB
union (82),Jensen_COMPARTMENTS,Protein complex,0.00013969843882719542,0.019306078218903594,30,KHDRBS1;RYR2;GTF3C5;NDUFB10;COL14A1;UBR3;CSTF2T;N4BP2L2;RPTOR;BAG6;CDC23;CDC45;AP1G2;UBAP2L;KNTC1;POLE;SDF2L1;SMARCA5;TSC2;THOC3;HAUS5;FANCB;SMARCA1;ELP6;POLR3A;HOOK1;STT3A;EIF3G;RNPS1;TELO2
union (82),Jensen_COMPARTMENTS,NURF complex,0.00016472762985412622,0.019306078218903594,2,SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,Brahma complex,0.0002679575948680433,0.0261705250987789,5,KHDRBS1;SMARCA5;BANF1;FANCB;SMARCA1
union (82),Jensen_COMPARTMENTS,Nucleus,0.00037587362896798006,0.031465992367890896,36,KHDRBS1;RYR2;MPG;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC45;BAG2;BANF1;UBAP2L;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;RNPS1;MAGED2;PPIL3
union (82),Jensen_COMPARTMENTS,ISWI-type complex,0.0005867325726622637,0.042978160947510814,2,SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,TOR complex,0.0007314649167854895,0.04643033274938418,2,RPTOR;TELO2
union (82),Jensen_COMPARTMENTS,Epsilon DNA polymerase complex,0.0007923264974297641,0.04643033274938418,4,CDC45;SMARCA5;SMARCA1;POLE
union (82),Jensen_COMPARTMENTS,Transcriptional preinitiation complex,0.0009003585579228627,0.04796455590389069,6,NCOA1;NCOA2;CDC45;SMARCA5;EIF3G;SMARCA1
union (82),Jensen_COMPARTMENTS,Isw1b complex,0.0010671176551602846,0.05211091216032723,2,SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,RSF complex,0.0013423682665534447,0.05717480188815007,3,FANCI;SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,Nuclear periphery,0.001457497161751406,0.05717480188815007,4,BLM;PSPC1;TNPO1;TELO2
union (82),Jensen_COMPARTMENTS,Omega speckle,0.0014635188196625445,0.05717480188815007,2,SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,GTPase activator complex,0.001830255827203044,0.06008090419779276,3,RPTOR;TET1;TSC2
union (82),Jensen_COMPARTMENTS,PBAF complex,0.0019209292844380047,0.06008090419779276,3,CHD7;BANF1;SMARCA1
union (82),Jensen_COMPARTMENTS,Intracellular,0.0019480156651161475,0.06008090419779276,46,OTUD4;KHDRBS1;RYR2;BLM;MPG;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;GIGYF2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BAG2;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;TSC2;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
union (82),Jensen_COMPARTMENTS,Intracellular part,0.0019480156651161475,0.06008090419779276,46,OTUD4;KHDRBS1;RYR2;BLM;MPG;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;GIGYF2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BAG2;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;TSC2;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
union (82),Jensen_COMPARTMENTS,WICH complex,0.002634392585960626,0.07513860913413418,3,SMARCA5;BANF1;SMARCA1
union (82),Jensen_COMPARTMENTS,Cell,0.002820903414592068,0.07513860913413418,46,OTUD4;KHDRBS1;RYR2;BLM;MPG;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;GIGYF2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BAG2;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;TSC2;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
union (82),Jensen_COMPARTMENTS,Cell part,0.002820903414592068,0.07513860913413418,46,OTUD4;KHDRBS1;RYR2;BLM;MPG;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;GIGYF2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BAG2;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;TSC2;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
union (82),Jensen_COMPARTMENTS,Nuclear body,0.0030683187638885397,0.0781754258973341,6,SART1;BLM;PSPC1;FRG1;THOC3;RNPS1
union (82),Jensen_COMPARTMENTS,Insulin receptor complex,0.003887115590250949,0.08630428099392345,4,RPTOR;KHDRBS1;TSC2;TELO2
union (82),Jensen_COMPARTMENTS,cellular component,0.003951713590874778,0.08630428099392345,47,OTUD4;KHDRBS1;RYR2;BLM;MPG;COL14A1;CHD7;NCAPG2;UBR3;CSTF2T;AAAS;N4BP2L2;GIGYF2;LARP1B;RPTOR;BAG6;RAI1;SART1;CDC23;CDC45;BAG2;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;FANCI;PLEKHG4;SMARCA5;TET1;TSC2;THOC3;ISL1;TDRD3;FTSJ3;BCL9;POLR3A;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;PPIL3;LRCH3;TELO2
union (82),Jensen_COMPARTMENTS,Isw1a complex,0.003972754614691985,0.08630428099392345,2,SMARCA5;SMARCA1
union (82),Jensen_COMPARTMENTS,Plastid stroma,0.0039764771106415246,0.08630428099392345,4,BAG6;MPG;TAB2;AAAS
union (82),Pfam_Domains_2019,MIR,0.0007314649167854895,0.017555158002851748,2,RYR2;SDF2L1
union (82),Pfam_Domains_2019,RRM 1,0.0015849941949290444,0.019019930339148533,5,TNRC6C;PSPC1;EIF3G;CSTF2T;RNPS1
union (82),Pfam_Domains_2019,PAS,0.0027138129322115075,0.02171050345769206,2,NCOA1;NCOA2
union (82),Pfam_Domains_2019,UBA,0.004685848123106467,0.028115088738638803,2,TNRC6C;TDRD3
union (82),Pfam_Domains_2019,BRK,0.020334452124159075,0.08506023648999922,1,CHD7
union (82),Pfam_Domains_2019,Ins145 P3 rec,0.024352069500002304,0.08506023648999922,1,RYR2
union (82),Pfam_Domains_2019,LEM,0.028353412163333074,0.08506023648999922,1,TMPO
union (82),Pfam_Domains_2019,La,0.028353412163333074,0.08506023648999922,1,LARP1B
union (82),Pfam_Domains_2019,Alpha adaptinC2,0.036307532410312794,0.09682008642750078,1,AP1G2
union (82),WikiPathway_2023_Human,22Q11 2 Copy Number Variation Syndrome WP4657,0.0014128665397723234,0.06602097479878417,4,CDC45;UFD1;H4C1;TNPO1
union (82),WikiPathway_2023_Human,DNA Repair Pathways Full Network WP4946,0.0015031024011655245,0.06602097479878417,4,FANCI;MPG;FANCB;POLE
union (82),WikiPathway_2023_Human,Fragile X Syndrome WP4549,0.0015972816483576817,0.06602097479878417,4,RPTOR;TSC2;TELO2;GPHN
