query,library,term,p_value,adj_p_value,combined_score,n_genes,genes
UBR3wt (50),GO_Cellular_Component_2023,P-body (GO:0000932),5.490857824503188e-05,0.0005216314933278028,214.6,4,TNRC6C;UBAP2;DCP1A;TNRC6B
UBR3wt (50),GO_Cellular_Component_2023,NURF Complex (GO:0016589),9.128927051395767e-05,0.0006937984559060782,1932.6,2,SMARCA5;SMARCA1
UBR3wt (50),GO_Cellular_Component_2023,ISWI-type Complex (GO:0031010),0.00046942457388711873,0.002973022301285085,578.8,2,SMARCA5;SMARCA1
UBR3wt (50),GO_Cellular_Component_2023,Cytoplasmic Stress Granule (GO:0010494),0.0009089746531003115,0.004934433831115977,121.7,3,MCRIP2;GIGYF2;LARP1B
UBR3wt (50),GO_Cellular_Component_2023,Pericentric Heterochromatin (GO:0005721),0.0012477930702112238,0.005927017083503313,292.3,2,SMARCA5;MACROH2A1
UBR3wt (50),GO_Cellular_Component_2023,Nucleolus (GO:0005730),0.002901804504000449,0.011761402970883137,23.9,7,GCFC2;BLM;FRG1;CHD7;SMARCA5;MACROH2A1;FTSJ3
UBR3wt (50),GO_Cellular_Component_2023,Nuclear Lumen (GO:0031981),0.0030951060449692465,0.011761402970883137,23.3,7,GCFC2;BLM;FRG1;CHD7;SMARCA5;MACROH2A1;FTSJ3
UBR3wt (50),GO_Cellular_Component_2023,Heterochromatin (GO:0000792),0.006682897030368853,0.02308637155945604,88.4,2,SMARCA5;MACROH2A1
UBR3wt (50),GO_Cellular_Component_2023,Condensed Chromosome (GO:0000793),0.009884320404054672,0.031300347946173125,66.0,2,SMARCA5;BANF1
UBR3wt (50),GO_Cellular_Component_2023,Sex Chromosome (GO:0000803),0.012438777192772534,0.036359502563488945,446.4,1,MACROH2A1
UBR3wt (50),GO_Cellular_Component_2023,B-WICH Complex (GO:0110016),0.014908284799373634,0.03776765482507987,342.4,1,SMARCA5
UBR3wt (50),GO_Cellular_Component_2023,X Chromosome (GO:0000805),0.014908284799373634,0.03776765482507987,342.4,1,MACROH2A1
UBR3wt (50),GO_Cellular_Component_2023,post-mRNA Release Spliceosomal Complex (GO:0071014),0.022280559123686802,0.05273426912319575,193.5,1,GCFC2
UBR3wt (50),GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),0.023591646713008625,0.05273426912319575,33.3,2,BLM;MACROH2A1
UBR3wt (50),GO_Cellular_Component_2023,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),0.02818477988782536,0.05919752313781419,9.2,7,GCFC2;BLM;FRG1;CHD7;SMARCA5;MACROH2A1;FTSJ3
UBR3wt (50),GO_Cellular_Component_2023,beta-catenin-TCF Complex (GO:1990907),0.029598761568907096,0.05919752313781419,130.2,1,TLE4
UBR3wt (50),GO_Cellular_Component_2023,mRNA Cleavage And Polyadenylation Specificity Factor Complex (GO:0005847),0.03202621324876303,0.06084980517264975,116.7,1,CSTF2T
UBR3wt (50),GO_Cellular_Component_2023,"Preribosome, Large Subunit Precursor (GO:0030687)",0.04407449493169267,0.07975384797163436,74.7,1,FTSJ3
UBR3wt (50),GO_Cellular_Component_2023,Sin3 Complex (GO:0016580),0.0512327930672156,0.08464548419800838,60.4,1,TET1
UBR3wt (50),GO_Cellular_Component_2023,Sin3-type Complex (GO:0070822),0.0512327930672156,0.08464548419800838,60.4,1,TET1
UBR3wt (50),GO_Molecular_Function_2023,RNA Binding (GO:0003723),2.5403848414806406e-08,2.083115570014125e-06,119.9,17,OTUD4;KHDRBS1;COL14A1;CSTF2T;TDRD3;GIGYF2;LARP1B;FTSJ3;PSPC1;FRG1;EIF3G;UBAP2;UBAP2L;DCP1A;TNPO1;TNRC6B;RBM6
UBR3wt (50),GO_Molecular_Function_2023,DNA Binding (GO:0003677),1.0511493002304186e-07,4.309712130944716e-06,129.6,13,KHDRBS1;BLM;H2AC6;CHD7;SMARCA5;TET1;SMARCA1;MACROH2A1;H2AC18;H2BC13;BANF1;POLE;RBM6
UBR3wt (50),GO_Molecular_Function_2023,RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),0.002512562635513296,0.0535461213753137,45.8,4,NCOA1;NCOA2;SMARCA1;ISL1
UBR3wt (50),GO_Molecular_Function_2023,Nuclear Receptor Binding (GO:0016922),0.0029817324390132667,0.0535461213753137,65.7,3,NCOA1;NCOA2;ISL1
UBR3wt (50),GO_Molecular_Function_2023,Nuclear Estrogen Receptor Binding (GO:0030331),0.003265007400933762,0.0535461213753137,148.5,2,NCOA1;ISL1
UBR3wt (50),GO_Molecular_Function_2023,Promoter-Specific Chromatin Binding (GO:1990841),0.0049475924537835565,0.06761709686837528,110.1,2,MACROH2A1;ISL1
UBR3wt (50),GO_Molecular_Function_2023,Nuclear Receptor Coactivator Activity (GO:0030374),0.006950299465156898,0.07488805802346725,85.8,2,NCOA1;NCOA2
UBR3wt (50),GO_Molecular_Function_2023,Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),0.0077812124839393305,0.07488805802346725,78.9,2,UFD1;TAB2
UBR3wt (50),GO_Molecular_Function_2023,Cadherin Binding (GO:0045296),0.008219421002575673,0.07488805802346725,26.0,4,H3C1;UBAP2;GIGYF2;TMPO
UBR3wt (50),GO_Molecular_Function_2023,ADP-D-ribose Modification-Dependent Protein Binding (GO:0160002),0.012438777192772534,0.07845997921594983,446.4,1,MACROH2A1
UBR3wt (50),GO_Molecular_Function_2023,RNA 2'-O-methyltransferase Activity (GO:0062105),0.012438777192772534,0.07845997921594983,446.4,1,FTSJ3
UBR3wt (50),GO_Molecular_Function_2023,rDNA Binding (GO:0000182),0.012438777192772534,0.07845997921594983,446.4,1,MACROH2A1
UBR3wt (50),GO_Molecular_Function_2023,Double-Stranded Methylated DNA Binding (GO:0010385),0.012438777192772534,0.07845997921594983,446.4,1,MACROH2A1
UBR3wt (50),GO_Molecular_Function_2023,rRNA Methyltransferase Activity (GO:0008649),0.014908284799373634,0.0814986235699092,342.4,1,FTSJ3
UBR3wt (50),GO_Molecular_Function_2023,Aryl Hydrocarbon Receptor Binding (GO:0017162),0.014908284799373634,0.0814986235699092,342.4,1,NCOA2
UBR3wt (50),GO_Molecular_Function_2023,Bubble DNA Binding (GO:0000405),0.017371741450283952,0.08903017493270525,274.9,1,BLM
UBR3wt (50),GO_Molecular_Function_2023,Single-Stranded DNA Exodeoxyribonuclease Activity (GO:0008297),0.01982916145118511,0.0956465434704223,228.0,1,POLE
UBR3wt (50),KEGG_2021_Human,Systemic lupus erythematosus,1.0532377929330136e-06,4.844893847491863e-05,288.4,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
UBR3wt (50),KEGG_2021_Human,Alcoholism,6.750311269817034e-06,0.00011343836179010614,178.3,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
UBR3wt (50),KEGG_2021_Human,Neutrophil extracellular trap formation,7.398154029789531e-06,0.00011343836179010614,174.0,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
UBR3wt (50),KEGG_2021_Human,Necroptosis,0.00735189816081036,0.08454682884931913,39.8,3,H2AC6;MACROH2A1;H2AC18
UBR3wt (50),Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,5.014683695181769e-07,0.00015996840987629843,347.2,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,ESR-mediated Signaling R-HSA-8939211,7.176833470268544e-06,0.0011447049385078327,175.4,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,1.5199477972841366e-05,0.0013815987180297697,342.7,4,TLE4;H2BC13;BCL9;H2AC6
UBR3wt (50),Reactome_2022,Pre-NOTCH Transcription And Translation R-HSA-1912408,1.732412185617266e-05,0.0013815987180297697,327.0,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459,2.2218375806853115e-05,0.0014175323764772287,298.9,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Pre-NOTCH Expression And Processing R-HSA-1912422,4.301512988997168e-05,0.0020427739797754633,234.8,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,4.482576131168728e-05,0.0020427739797754633,105.9,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,8.565533047784326e-05,0.0028721470598810223,181.7,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Signaling By WNT R-HSA-195721,8.847473590037412e-05,0.0028721470598810223,86.9,6,TLE4;TNRC6C;H2BC13;BCL9;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,9.903955378900077e-05,0.0028721470598810223,355.2,3,NCOA2;H2BC13;H2AC6
UBR3wt (50),Reactome_2022,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,9.903955378900077e-05,0.0028721470598810223,355.2,3,NCOA1;TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,DNA Repair R-HSA-73894,0.00011828761540218955,0.003049426935487315,79.7,6,H2BC13;BLM;H2AC6;SMARCA5;UFD1;POLE
UBR3wt (50),Reactome_2022,Post-transcriptional Silencing By Small RNAs R-HSA-426496,0.00012760097078443218,0.003049426935487315,1490.3,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,HATs Acetylate Histones R-HSA-3214847,0.0001422997582973297,0.003049426935487315,149.9,4,NCOA1;NCOA2;H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Signaling By NOTCH R-HSA-157118,0.00014991240938124243,0.003049426935487315,97.6,5,TLE4;TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Gene Silencing By RNA R-HSA-211000,0.0001529493133786741,0.003049426935487315,145.8,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Mitotic Prophase R-HSA-68875,0.00017596171244768462,0.003266432854570334,138.1,4,H2BC13;H2AC6;BANF1;TMPO
UBR3wt (50),Reactome_2022,Cell Cycle R-HSA-1640170,0.00019974497012953317,0.003266432854570334,48.5,8,H2BC13;BLM;H2AC6;SMARCA5;BANF1;TNPO1;POLE;TMPO
UBR3wt (50),Reactome_2022,Epigenetic Regulation Of Gene Expression R-HSA-212165,0.0002013774170245257,0.003266432854570334,131.1,4,H2BC13;H2AC6;SMARCA5;TET1
UBR3wt (50),Reactome_2022,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.0002068927342806532,0.003266432854570334,250.7,3,NCOA1;TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Chromosome Maintenance R-HSA-73886,0.00021503162992469283,0.003266432854570334,127.8,4,H2BC13;BLM;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700,0.00027212309342677823,0.0039457848546882845,852.7,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,0.000315376219123607,0.004374131039149158,204.8,3,H2BC13;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,Regulation Of PTEN mRNA Translation R-HSA-8943723,0.000332063883264561,0.004413682448391456,739.5,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Meiotic Recombination R-HSA-912446,0.0003712232496723555,0.004736808665819256,189.3,3,H2BC13;BLM;H2AC6
UBR3wt (50),Reactome_2022,B-WICH Complex Positively Regulates rRNA Expression R-HSA-5250924,0.0004330691157728682,0.005313424920444037,175.6,3,H2BC13;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,RHO GTPases Activate PKNs R-HSA-5625740,0.0005011725952207779,0.005921261402793635,163.5,3,NCOA2;H2BC13;H2AC6
UBR3wt (50),Reactome_2022,DNA Double-Strand Break Repair R-HSA-5693532,0.0005220612351235411,0.005947769071586057,89.8,4,H2BC13;BLM;SMARCA5;POLE
UBR3wt (50),Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807,0.0006299020654549659,0.006928922720004625,470.9,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Cellular Senescence R-HSA-2559583,0.0007654381829128567,0.007666168806385595,76.7,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,Base Excision Repair R-HSA-73884,0.0007765711595735495,0.007666168806385595,131.7,3,H2BC13;H2AC6;POLE
UBR3wt (50),Reactome_2022,"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",0.0008132713373134499,0.007666168806385595,394.0,2,DCP1A;TNPO1
UBR3wt (50),Reactome_2022,Regulation Of RUNX1 Expression And Activity R-HSA-8934593,0.0008132713373134499,0.007666168806385595,394.0,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,0.000841115699760175,0.007666168806385595,126.5,3,H2BC13;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,NoRC Negatively Regulates rRNA Expression R-HSA-427413,0.000841115699760175,0.007666168806385595,126.5,3,H2BC13;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,Nuclear Envelope (NE) Reassembly R-HSA-2995410,0.0008746267241459595,0.007668344512926399,124.1,3,BANF1;TNPO1;TMPO
UBR3wt (50),Reactome_2022,RORA Activates Gene Expression R-HSA-1368082,0.0009134705062420161,0.007668344512926399,363.3,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Recycling Of Bile Acids And Salts R-HSA-159418,0.0009134705062420161,0.007668344512926399,363.3,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,0.0009441676964961806,0.007722807568776451,119.4,3,H2BC13;H2AC6;SMARCA5
UBR3wt (50),Reactome_2022,Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,0.0010193089566942573,0.008128988929636701,336.5,2,BANF1;TMPO
UBR3wt (50),Reactome_2022,Meiosis R-HSA-1500620,0.0013893445250705149,0.010809778134085225,98.1,3,H2BC13;BLM;H2AC6
UBR3wt (50),Reactome_2022,TCF Dependent Signaling In Response To WNT R-HSA-201681,0.0015034416443697955,0.011350714699546629,57.6,4,TLE4;H2BC13;BCL9;H2AC6
UBR3wt (50),Reactome_2022,HCMV Late Events R-HSA-9610379,0.0015300336428855958,0.011350714699546629,93.4,3,H2BC13;H2AC6;MVB12A
UBR3wt (50),Reactome_2022,Telomere Maintenance R-HSA-157579,0.0015788398918981138,0.011446589216261325,91.9,3,H2BC13;BLM;H2AC6
UBR3wt (50),Reactome_2022,Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368,0.001632124977335775,0.011569952617113605,242.2,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Transcriptional Regulation By RUNX1 R-HSA-8878171,0.0016771647344352085,0.011630772832278946,54.9,4,TNRC6C;H2BC13;H2AC6;TNRC6B
UBR3wt (50),Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",0.0018611107516653348,0.01263179425066472,32.2,6,H2BC13;H2AC6;BANF1;TNPO1;POLE;TMPO
UBR3wt (50),Reactome_2022,Cellular Responses To Stress R-HSA-2262752,0.002007192721256494,0.013179353282056728,27.2,7,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;UFD1;TNRC6B
UBR3wt (50),Reactome_2022,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",0.002065729354554346,0.013179353282056728,205.3,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Endogenous Sterols R-HSA-211976,0.002065729354554346,0.013179353282056728,205.3,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,0.0022371103605674496,0.013992905980804243,26.2,7,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;UFD1;TNRC6B
UBR3wt (50),Reactome_2022,M Phase R-HSA-68886,0.0025333282143487467,0.015540994238024044,34.7,5,H2BC13;H2AC6;BANF1;TNPO1;TMPO
UBR3wt (50),Reactome_2022,Regulation Of MECP2 Expression And Activity R-HSA-9022692,0.0027192556482504363,0.016366840599846964,169.1,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Reproduction R-HSA-1474165,0.002837432470264575,0.016411954262458252,67.5,3,H2BC13;BLM;H2AC6
UBR3wt (50),Reactome_2022,RNA Polymerase I Promoter Opening R-HSA-73728,0.0028959211173454295,0.016411954262458252,161.7,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,0.002909029312170023,0.016411954262458252,66.6,3,H2BC13;BLM;POLE
UBR3wt (50),Reactome_2022,Chromatin Modifying Enzymes R-HSA-3247509,0.0029325435515991237,0.016411954262458252,42.7,4,NCOA1;NCOA2;H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Oncogene Induced Senescence R-HSA-2559585,0.003077847146316263,0.016641241350421828,154.8,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Packaging Of Telomere Ends R-HSA-171306,0.003077847146316263,0.016641241350421828,154.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Synthesis Of Bile Acids And Bile Salts R-HSA-192105,0.003265007400933762,0.01689526568556808,148.5,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,DNA Methylation R-HSA-5334118,0.003265007400933762,0.01689526568556808,148.5,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Homology Directed Repair R-HSA-5693538,0.0032837193495461473,0.01689526568556808,62.4,3,H2BC13;BLM;POLE
UBR3wt (50),Reactome_2022,HCMV Infection R-HSA-9609646,0.003441493880297341,0.01742597694944209,60.8,3,H2BC13;H2AC6;MVB12A
UBR3wt (50),Reactome_2022,Cleavage Of Damaged Purine R-HSA-110331,0.0038576315924392225,0.0189320688921248,131.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,SIRT1 Negatively Regulates rRNA Expression R-HSA-427359,0.0038576315924392225,0.0189320688921248,131.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,DNA Replication Pre-Initiation R-HSA-69002,0.003942447615787695,0.01905516347630719,56.5,3,H2BC13;H2AC6;POLE
UBR3wt (50),Reactome_2022,Assembly Of ORC Complex At Origin Of Replication R-HSA-68616,0.0040654672914765,0.019356478596731397,126.9,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,0.0042784069542198405,0.01977988142603086,122.3,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,0.0042784069542198405,0.01977988142603086,122.3,2,UFD1;POLE
UBR3wt (50),Reactome_2022,PRC2 Methylates Histones And DNA R-HSA-212300,0.0049475924537835565,0.02132813503725614,110.1,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,0.0049475924537835565,0.02132813503725614,110.1,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Cleavage Of Damaged Pyrimidine R-HSA-110329,0.0049475924537835565,0.02132813503725614,110.1,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,0.0049475924537835565,0.02132813503725614,110.1,2,TLE4;BCL9
UBR3wt (50),Reactome_2022,Defective Pyroptosis R-HSA-9710421,0.0049475924537835565,0.02132813503725614,110.1,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Condensation Of Prophase Chromosomes R-HSA-2299718,0.005180691162792406,0.021745269485931282,106.5,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,SUMOylation Of Transcription Cofactors R-HSA-3899300,0.005180691162792406,0.021745269485931282,106.5,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,"Base-Excision Repair, AP Site Formation R-HSA-73929",0.005418765891608996,0.022449172979522983,103.1,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Bile Acid And Bile Salt Metabolism R-HSA-194068,0.0056617913266769635,0.02257639291512439,99.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Heme Signaling R-HSA-9707616,0.0056617913266769635,0.02257639291512439,99.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,0.0056617913266769635,0.02257639291512439,99.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Inhibition Of DNA Recombination At Telomere R-HSA-9670095,0.0064203200925442745,0.024976611091727115,91.0,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,DNA Damage Bypass R-HSA-73893,0.0064203200925442745,0.024976611091727115,91.0,2,UFD1;POLE
UBR3wt (50),Reactome_2022,DNA Replication R-HSA-69306,0.00685512285061963,0.026346797462020025,41.4,3,H2BC13;H2AC6;POLE
UBR3wt (50),Reactome_2022,Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,0.007499481830469069,0.028480175046662295,81.1,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,0.0077812124839393305,0.0292024327338429,78.9,2,BANF1;TMPO
UBR3wt (50),Reactome_2022,Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829,0.008358830212753155,0.031005428347305308,74.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,0.008546246482462378,0.03133623710236205,36.4,3,NCOA1;NCOA2;BLM
UBR3wt (50),Reactome_2022,Cytoprotection By HMOX1 R-HSA-9707564,0.008955160836496808,0.032462458032300925,71.1,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,SUMOylation R-HSA-2990846,0.009402262937609816,0.03319050746203621,34.5,3,NCOA1;NCOA2;BLM
UBR3wt (50),Reactome_2022,Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,0.009570010787955807,0.03319050746203621,67.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,RNA Polymerase I Promoter Escape R-HSA-73772,0.009570010787955807,0.03319050746203621,67.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,HDACs Deacetylate Histones R-HSA-3214815,0.009884320404054672,0.03319050746203621,66.0,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Transcriptional Regulation By MECP2 R-HSA-8986944,0.009884320404054672,0.03319050746203621,66.0,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,0.009884320404054672,0.03319050746203621,66.0,2,H2BC13;SMARCA5
UBR3wt (50),Reactome_2022,Meiotic Synapsis R-HSA-1221632,0.009884320404054672,0.03319050746203621,66.0,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Ca2+ Pathway R-HSA-4086398,0.010203187898195867,0.033212417750249815,64.4,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,0.010203187898195867,0.033212417750249815,64.4,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,DNA Double Strand Break Response R-HSA-5693606,0.010203187898195867,0.033212417750249815,64.4,2,H2BC13;SMARCA5
UBR3wt (50),Reactome_2022,Cellular Response To Chemical Stress R-HSA-9711123,0.010619178254514326,0.03421735215343505,32.0,3,NCOA1;NCOA2;UFD1
UBR3wt (50),Reactome_2022,Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,0.011523761866123172,0.036760800352932915,58.7,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,HDR Thru Homologous Recombination (HRR) R-HSA-5685942,0.012210781302115073,0.038566725102719884,56.2,2,BLM;POLE
UBR3wt (50),Reactome_2022,Circadian Clock R-HSA-400253,0.012915373039423325,0.04039219607427491,53.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Diseases Of Programmed Cell Death R-HSA-9645723,0.01363735177477663,0.0422360700597451,51.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Ub-specific Processing Proteases R-HSA-5689880,0.013861807993017462,0.042518430286274715,27.2,3,H2BC13;H2AC6;UFD1
UBR3wt (50),Reactome_2022,APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689,0.014908284799373634,0.04486549859434141,342.4,1,BANF1
UBR3wt (50),Reactome_2022,Molybdenum Cofactor Biosynthesis R-HSA-947581,0.014908284799373634,0.04486549859434141,342.4,1,GPHN
UBR3wt (50),Reactome_2022,Transcriptional Regulation By Small RNAs R-HSA-5578749,0.015517162822490733,0.04626144804088359,46.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,G2/M DNA Damage Checkpoint R-HSA-69473,0.01590577711096841,0.04698095276295299,45.7,2,H2BC13;BLM
UBR3wt (50),Reactome_2022,RNA Polymerase I Promoter Clearance R-HSA-73854,0.0162985561731684,0.047699444213217604,44.9,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Amyloid Fiber Formation R-HSA-977225,0.016695477638347864,0.04798069699669341,44.0,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,RNA Polymerase I Transcription R-HSA-73864,0.016695477638347864,0.04798069699669341,44.0,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Processing Of DNA Double-Strand Break Ends R-HSA-5693607,0.01709651921653639,0.04869455026852775,43.2,2,H2BC13;BLM
UBR3wt (50),Reactome_2022,TP53 Regulates Metabolic Genes R-HSA-5628897,0.017501658697958892,0.04897393968990251,42.4,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,0.017501658697958892,0.04897393968990251,42.4,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,0.018741443695737853,0.051987135121220655,40.2,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,2-LTR Circle Formation R-HSA-164843,0.01982916145118511,0.05406412395665001,228.0,1,BANF1
UBR3wt (50),Reactome_2022,DNA Replication Initiation R-HSA-68952,0.01982916145118511,0.05406412395665001,228.0,1,POLE
UBR3wt (50),Reactome_2022,Mitotic Anaphase R-HSA-68882,0.02024165428659951,0.05441671480968935,21.4,3,BANF1;TNPO1;TMPO
UBR3wt (50),Reactome_2022,Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,0.020450527887125446,0.05441671480968935,37.4,2,DCP1A;TNPO1
UBR3wt (50),Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,0.020470237545964647,0.05441671480968935,21.3,3,BANF1;TNPO1;TMPO
UBR3wt (50),Reactome_2022,Mitochondrial Biogenesis R-HSA-1592230,0.020887660803435404,0.05506746939087515,36.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,MAPK6/MAPK4 Signaling R-HSA-5687128,0.021328695384006162,0.05576929366801611,36.2,2,TNRC6C;TNRC6B
