query,library,term,p_value,adj_p_value,combined_score,n_genes,genes
UBR3wt (50),Reactome_2022,Activation Of HOX Genes During Differentiation R-HSA-5619507,0.02177361021578966,0.05646976958403984,35.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433,0.022280559123686802,0.05731853516496847,193.5,1,NCOA1
UBR3wt (50),Reactome_2022,HCMV Early Events R-HSA-9609690,0.024055644471290525,0.06139000469073342,32.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042,0.02472594881725805,0.061809043161123726,167.3,1,TAB2
UBR3wt (50),Reactome_2022,Integration Of Provirus R-HSA-162592,0.02472594881725805,0.061809043161123726,167.3,1,BANF1
UBR3wt (50),Reactome_2022,Metabolism Of RNA R-HSA-8953854,0.02490230272039747,0.061809043161123726,12.0,5,GCFC2;CSTF2T;DCP1A;TNPO1;FTSJ3
UBR3wt (50),Reactome_2022,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,0.02499487952283687,0.061809043161123726,31.8,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Gene Expression (Transcription) R-HSA-74160,0.026239725609291723,0.06438824976433892,8.9,8,TNRC6C;H2BC13;BLM;H2AC6;SMARCA5;TET1;CSTF2T;TNRC6B
UBR3wt (50),Reactome_2022,"TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325",0.027165344857992397,0.06564958340681495,146.7,1,TAB2
UBR3wt (50),Reactome_2022,Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460,0.027165344857992397,0.06564958340681495,146.7,1,TAB2
UBR3wt (50),Reactome_2022,Phase I - Functionalization Of Compounds R-HSA-211945,0.0279010087799889,0.06692046466779293,29.0,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,RHO GTPase Effectors R-HSA-195258,0.029653092016225045,0.07059206233713276,16.6,3,NCOA2;H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Assembly Of Pre-Replicative Complex R-HSA-68867,0.03093634050099251,0.07310142681345638,26.6,2,H2BC13;H2AC6
UBR3wt (50),Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,0.03136371662826905,0.07356636473836638,16.0,3,NCOA1;NCOA2;TNPO1
UBR3wt (50),Reactome_2022,"Synthesis, Secretion, And Inactivation Of Glucose-dependent Insulinotropic Polypeptide (GIP) R-HSA-400511",0.03202621324876303,0.07457198559383509,116.7,1,ISL1
UBR3wt (50),Reactome_2022,Deubiquitination R-HSA-5688426,0.03253258005188718,0.07520212345327544,15.6,3,H2BC13;H2AC6;UFD1
UBR3wt (50),Reactome_2022,PPARA Activates Gene Expression R-HSA-1989781,0.03409654123377134,0.07825033563721623,24.5,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,Repression Of WNT Target Genes R-HSA-4641265,0.034447714169871156,0.07849157728706356,105.4,1,TLE4
UBR3wt (50),Reactome_2022,Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,0.035176955009368155,0.07958474218431517,23.8,2,NCOA1;NCOA2
UBR3wt (50),Reactome_2022,IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163,0.03686327859360632,0.08109921290593392,95.9,1,TAB2
UBR3wt (50),Reactome_2022,mRNA Decay By 5 To 3 Exoribonuclease R-HSA-430039,0.03686327859360632,0.08109921290593392,95.9,1,DCP1A
UBR3wt (50),Reactome_2022,Membrane Binding And Targetting Of GAG Proteins R-HSA-174490,0.03686327859360632,0.08109921290593392,95.9,1,MVB12A
UBR3wt (50),Reactome_2022,Depolymerisation Of Nuclear Lamina R-HSA-4419969,0.03686327859360632,0.08109921290593392,95.9,1,TMPO
UBR3wt (50),Reactome_2022,Signal Transduction R-HSA-162582,0.03832135628777503,0.08372953873835777,6.6,11,TLE4;NCOA1;TNRC6C;NCOA2;H2BC13;BCL9;KHDRBS1;H2AC6;TAB2;TNRC6B;TMPO
UBR3wt (50),Reactome_2022,TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,0.039272920734465235,0.08464906563712439,87.8,1,TAB2
UBR3wt (50),Reactome_2022,Early Phase Of HIV Life Cycle R-HSA-162594,0.039272920734465235,0.08464906563712439,87.8,1,BANF1
UBR3wt (50),Reactome_2022,Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385,0.04167665479123348,0.08922720052619786,80.8,1,DCP1A
UBR3wt (50),Reactome_2022,Assembly Of HIV Virion R-HSA-175474,0.04407449493169267,0.09311101909410571,74.7,1,MVB12A
UBR3wt (50),Reactome_2022,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,0.04407449493169267,0.09311101909410571,74.7,1,TAB2
UBR3wt (50),Reactome_2022,Processive Synthesis On C-strand Of Telomere R-HSA-174414,0.04646645529524364,0.09625194311157612,69.4,1,BLM
UBR3wt (50),Reactome_2022,Translesion Synthesis By POLH R-HSA-110320,0.04646645529524364,0.09625194311157612,69.4,1,UFD1
UBR3wt (50),Reactome_2022,Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302,0.04646645529524364,0.09625194311157612,69.4,1,TAB2
UBR3wt (50),Reactome_2022,PTEN Regulation R-HSA-6807070,0.04729227939443079,0.09733056210853822,18.4,2,TNRC6C;TNRC6B
UBR3wt (50),Reactome_2022,Processing Of Intronless Pre-mRNAs R-HSA-77595,0.04885254998202776,0.09982911723470729,64.6,1,CSTF2T
UBR3wt (50),Reactome_2022,Beta-catenin Independent WNT Signaling R-HSA-3858494,0.04913219876441706,0.09982911723470729,17.8,2,TNRC6C;TNRC6B
union (82),CORUM,SRC-1 complex (human),9.910029218076973e-05,0.007729822790100039,2295.2,2,NCOA1;NCOA2
union (82),CORUM,FA complex (Fanconi anemia complex) (human),0.0008916352467573733,0.03294863534931361,388.4,2,BLM;FANCB
union (82),CORUM,Spliceosome (human),0.0027755242055027664,0.03294863534931361,43.3,4,SART1;THOC3;RNPS1;PPIL3
union (82),CORUM,C complex spliceosome (human),0.004349112892762764,0.03294863534931361,53.2,3,SART1;FRG1;PPIL3
union (82),CORUM,OCT2-TLE4 complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,TLE4
union (82),CORUM,SRA-SRC-1 ribonucleoprotein complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,NCOA1
union (82),CORUM,TSC1-TSC2 complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,TSC2
union (82),CORUM,Nucleolar remodeling complex (NoRC complex) (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA5
union (82),CORUM,"mTOR-signaling complex (mTOR/FRAP1, RAPTOR) (human)",0.00818330320115419,0.03294863534931361,1181.7,1,RPTOR
union (82),CORUM,ASPP1-SAM68 complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,KHDRBS1
union (82),CORUM,CERF complex (CECR2-containing remodeling factor complex) (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA1
union (82),CORUM,Remodeling and spacing factor (RSF) complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA5
union (82),CORUM,SNF2L-RSF1 complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA1
union (82),CORUM,WCRF complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA5
union (82),CORUM,Sam68-p120GAP complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,KHDRBS1
union (82),CORUM,CSK-GAP-A.p62 complex (mouse),0.00818330320115419,0.03294863534931361,1181.7,1,KHDRBS1
union (82),CORUM,BLM-TOP3A complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,BLM
union (82),CORUM,WICH complex (human),0.00818330320115419,0.03294863534931361,1181.7,1,SMARCA5
union (82),CORUM,"Apoptosis- and splicing-associated protein complex (ASAP-S), SAP18-RNPS1-Acinus-S (human)",0.012250133655514035,0.03294863534931361,541.2,1,RNPS1
union (82),CORUM,Isl1-Jak1-Stat3 complex (mouse),0.012250133655514035,0.03294863534931361,541.2,1,ISL1
union (82),CORUM,MR-UBC9-SRC1 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,NCOA1
union (82),CORUM,mTOR-RAPTOR complex (human),0.012250133655514035,0.03294863534931361,541.2,1,RPTOR
union (82),CORUM,"EIF3 complex (EIF3B, EIF3G, EIF3I) (human)",0.012250133655514035,0.03294863534931361,541.2,1,EIF3G
union (82),CORUM,"TRIKA2 protein kinase complex (TAK1, TAB1, TAB2) (human)",0.012250133655514035,0.03294863534931361,541.2,1,TAB2
union (82),CORUM,BLM-TRF2 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,BLM
union (82),CORUM,p50-p65 NF(kappa)B-SRC1 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,NCOA1
union (82),CORUM,CS-MAP3K7IP1-MAP3K7IP2 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,TAB2
union (82),CORUM,NR3C2-UBC9-SRC-1 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,NCOA1
union (82),CORUM,BLM-RAD51L3-XRCC2 complex (human),0.012250133655514035,0.03294863534931361,541.2,1,BLM
union (82),CORUM,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I) (human)",0.016300495134466908,0.03604743785646381,337.4,1,EIF3G
union (82),CORUM,hNURF complex (human),0.016300495134466908,0.03604743785646381,337.4,1,SMARCA1
union (82),CORUM,Sam68-p85 P13K-IRS-1-IR signaling complex (human),0.016300495134466908,0.03604743785646381,337.4,1,KHDRBS1
union (82),CORUM,HuCHRAC complex (human),0.016300495134466908,0.03604743785646381,337.4,1,SMARCA5
union (82),CORUM,BLM complex III (human),0.016300495134466908,0.03604743785646381,337.4,1,BLM
union (82),CORUM,Decapping complex (human),0.020334452124159075,0.03604743785646381,239.4,1,DCP1A
union (82),CORUM,"Ubiquitin ligase complex (TRAF6, TAB2, MALT1, UEV1A, BCL10) (human)",0.020334452124159075,0.03604743785646381,239.4,1,TAB2
union (82),CORUM,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C) (human)",0.020334452124159075,0.03604743785646381,239.4,1,EIF3G
union (82),CORUM,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J) (human)",0.020334452124159075,0.03604743785646381,239.4,1,EIF3G
union (82),CORUM,TFIIIC containing complex (human),0.020334452124159075,0.03604743785646381,239.4,1,GTF3C5
union (82),CORUM,Condensin II (human),0.020334452124159075,0.03604743785646381,239.4,1,NCAPG2
union (82),CORUM,Splicing-associated factors complex (human),0.020334452124159075,0.03604743785646381,239.4,1,RNPS1
union (82),CORUM,Kif13a-AP1 complex (mouse),0.020334452124159075,0.03604743785646381,239.4,1,AP1G2
union (82),CORUM,RPA-MSH4-BLM complex (mouse),0.020334452124159075,0.03604743785646381,239.4,1,BLM
union (82),CORUM,MSH2/6-BLM-p53-RAD51 complex (human),0.020334452124159075,0.03604743785646381,239.4,1,BLM
union (82),CORUM,TLE-Histone H3 complex (human),0.024352069500002304,0.038764518795922034,182.7,1,TLE4
union (82),CORUM,BLM complex II (human),0.024352069500002304,0.038764518795922034,182.7,1,BLM
union (82),CORUM,5S-DNA-TFIIIA-TFIIIC2 subcomplex (human),0.024352069500002304,0.038764518795922034,182.7,1,GTF3C5
union (82),CORUM,PTIP-DNA damage response complex (human),0.024352069500002304,0.038764518795922034,182.7,1,BLM
union (82),CORUM,Oligosaccharyltransferase complex (Stt3A variant) (human),0.024352069500002304,0.038764518795922034,182.7,1,STT3A
union (82),CORUM,SRC-3 complex (human),0.028353412163333074,0.04095492868037,146.0,1,NCOA2
union (82),CORUM,NK-3-Groucho complex (human),0.028353412163333074,0.04095492868037,146.0,1,TLE4
union (82),CORUM,DNMT3B complex (human),0.028353412163333074,0.04095492868037,146.0,1,SMARCA5
union (82),CORUM,Postsplicing complex (human),0.028353412163333074,0.04095492868037,146.0,1,RNPS1
union (82),CORUM,TFIIIC containing-TOP1-SUB1 complex (human),0.028353412163333074,0.04095492868037,146.0,1,GTF3C5
union (82),CORUM,TREX complex (human),0.032338544922317344,0.04348976730932332,120.5,1,THOC3
union (82),CORUM,Exon junction complex (human),0.032338544922317344,0.04348976730932332,120.5,1,RNPS1
union (82),CORUM,AP1 adaptor complex (human),0.032338544922317344,0.04348976730932332,120.5,1,AP1G2
union (82),CORUM,TNF-alpha/NF-kappa B signaling complex 7 (human),0.032338544922317344,0.04348976730932332,120.5,1,TAB2
union (82),CORUM,Emerin regulatory complex (human),0.036307532410312794,0.044952182984196794,101.9,1,BANF1
union (82),CORUM,Anaphase-promoting complex (human),0.036307532410312794,0.044952182984196794,101.9,1,CDC23
union (82),CORUM,Anaphase-promoting complex (mouse),0.036307532410312794,0.044952182984196794,101.9,1,CDC23
union (82),CORUM,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex (human),0.036307532410312794,0.044952182984196794,101.9,1,GTF3C5
union (82),CORUM,Gamma-BAR-AP1 complex (human),0.036307532410312794,0.044952182984196794,101.9,1,AP1G2
union (82),CORUM,"(ER)-localized multiprotein complex, Ig heavy chains associated (mouse)",0.04026043907859986,0.049067410127043576,87.7,1,SDF2L1
union (82),CORUM,NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex (human),0.04419732915189926,0.05303679498227911,76.7,1,TLE4
union (82),CORUM,BASC complex (BRCA1-associated genome surveillance complex) (human),0.04811826663840212,0.056867042390838875,67.8,1,BLM
union (82),CORUM,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1) (human)",0.052023315302718524,0.05715237455791613,60.5,1,EIF3G
union (82),CORUM,"Polycomb repressive complex 1 (PRC1, hPRC-H) (human)",0.052023315302718524,0.05715237455791613,60.5,1,SMARCA5
union (82),CORUM,RC complex during S-phase of cell cycle (human),0.052023315302718524,0.05715237455791613,60.5,1,POLE
union (82),CORUM,RC complex during G2/M-phase of cell cycle (human),0.052023315302718524,0.05715237455791613,60.5,1,POLE
union (82),CORUM,BRAFT complex (human),0.052023315302718524,0.05715237455791613,60.5,1,BLM
union (82),CORUM,SNF2h-cohesin-NuRD complex (human),0.06364376247100487,0.0680029242840874,45.1,1,SMARCA5
union (82),CORUM,Emerin complex 25 (human),0.06364376247100487,0.0680029242840874,45.1,1,BANF1
union (82),CORUM,DNA synthesome complex (17 subunits) (human),0.0713124414727928,0.07516716803888969,38.2,1,POLE
union (82),GO_Biological_Process_2023,Chromatin Organization (GO:0006325),1.4170372714742829e-05,0.011208764817361577,91.3,8,H2BC13;CHD7;SMARCA5;H3C1;TET1;BANF1;SMARCA1;MACROH2A1
union (82),GO_Biological_Process_2023,Nucleosome Assembly (GO:0006334),7.101006813328604e-05,0.01989678661589975,194.7,4,H2BC13;H3C1;SMARCA5;MACROH2A1
union (82),GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",9.71502361831515e-05,0.01989678661589975,82.8,6,GCFC2;SART1;FRG1;RNPS1;PPIL3;RBM6
union (82),GO_Biological_Process_2023,protein-DNA Complex Assembly (GO:0065004),0.00010061586152161694,0.01989678661589975,170.5,4,H2BC13;H3C1;SMARCA5;MACROH2A1
union (82),GO_Biological_Process_2023,DNA Repair (GO:0006281),0.00019232716851392667,0.022470690493263255,55.2,7,FANCI;BLM;MPG;SMARCA5;FANCB;MACROH2A1;POLE
union (82),GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",0.00023080054446717645,0.022470690493263255,63.6,6,GCFC2;SART1;FRG1;RNPS1;PPIL3;RBM6
union (82),GO_Biological_Process_2023,Regulation Of Cellular Response To Insulin Stimulus (GO:1900076),0.0002464338466373958,0.022470690493263255,1034.1,2,NCOA1;NCOA2
union (82),GO_Biological_Process_2023,mRNA Processing (GO:0006397),0.0002490232976033473,0.022470690493263255,62.1,6,GCFC2;SART1;FRG1;RNPS1;PPIL3;RBM6
union (82),GO_Biological_Process_2023,Nucleosome Organization (GO:0034728),0.0002556715732482545,0.022470690493263255,118.6,4,H2BC13;H3C1;SMARCA5;MACROH2A1
union (82),GO_Biological_Process_2023,Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357),0.0003440892410951179,0.02304363843273627,794.0,2,NCOA1;NCOA2
union (82),GO_Biological_Process_2023,Positive Regulation Of Adipose Tissue Development (GO:1904179),0.0003440892410951179,0.02304363843273627,794.0,2,NCOA1;NCOA2
union (82),GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),0.0003495874351363277,0.02304363843273627,55.7,6,CHD7;SMARCA5;H3C1;TET1;SMARCA1;MACROH2A1
union (82),GO_Biological_Process_2023,ER-associated Misfolded Protein Catabolic Process (GO:0071712),0.0005867325726622637,0.0331503903554179,529.1,2,BAG6;UFD1
union (82),GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase I (GO:0016479),0.0005867325726622637,0.0331503903554179,529.1,2,SMARCA5;MACROH2A1
union (82),GO_Biological_Process_2023,Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009),0.0007314649167854895,0.03857258327848814,449.2,2,TSC2;GIGYF2
union (82),GO_Biological_Process_2023,Positive Regulation Of mRNA Catabolic Process (GO:0061014),0.0008325075371579416,0.04115709136824574,127.4,3,TNRC6C;GIGYF2;TNRC6B
union (82),GO_Biological_Process_2023,Regulation Of Adipose Tissue Development (GO:1904177),0.0008916352467573733,0.04148726354029896,388.4,2,NCOA1;NCOA2
union (82),GO_Biological_Process_2023,Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213),0.0010671176551602846,0.04689389251287695,340.6,2,TNRC6C;TNRC6B
union (82),GO_Biological_Process_2023,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),0.001164919094508537,0.0482351410980447,63.5,4,RPTOR;BLM;MACROH2A1;TELO2
union (82),GO_Biological_Process_2023,Cranial Nerve Development (GO:0021545),0.0012577869835240496,0.0482351410980447,302.2,2,CHD7;ISL1
union (82),GO_Biological_Process_2023,Regulation Of Exit From Mitosis (GO:0007096),0.0014635188196625445,0.0482351410980447,270.7,2,CDC23;KNTC1
union (82),GO_Biological_Process_2023,Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),0.0014635188196625445,0.0482351410980447,270.7,2,TNRC6C;TNRC6B
union (82),GO_Biological_Process_2023,"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",0.0014635188196625445,0.0482351410980447,270.7,2,TNRC6C;TNRC6B
union (82),GO_Biological_Process_2023,miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278),0.0014635188196625445,0.0482351410980447,270.7,2,TNRC6C;TNRC6B
union (82),GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),0.0016841894934286387,0.05328775557208213,244.5,2,RPTOR;SMARCA5
union (82),GO_Biological_Process_2023,Heart Morphogenesis (GO:0003007),0.001830255827203044,0.05568201381990799,84.9,3,RYR2;CHD7;ISL1
union (82),GO_Biological_Process_2023,Embryo Development Ending In Birth Or Egg Hatching (GO:0009792),0.002169856362180887,0.06356875490685487,203.4,2,CHD7;UBR3
union (82),GO_Biological_Process_2023,ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194),0.0024346088945992775,0.06877770127242959,187.1,2,TNRC6C;TNRC6B
union (82),GO_Biological_Process_2023,Cellular Response To Misfolded Protein (GO:0071218),0.0027138129322115075,0.07402158721997594,172.9,2,BAG6;UFD1
union (82),GO_Biological_Process_2023,DNA-templated DNA Replication (GO:0006261),0.002864383877774549,0.0755242549106556,66.9,3,BLM;CDC45;POLE
union (82),GO_Cellular_Component_2023,Nucleus (GO:0005634),7.26229680866062e-10,6.31819822353474e-08,84.9,44,KHDRBS1;BLM;BRAT1;CHD7;NCAPG2;AAAS;MACROH2A1;N4BP2L2;LARP1B;H2AC18;BAG6;SART1;CDC45;MCRIP2;H3C1;UFD1;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;TLE4;NCOA1;NCOA2;H2AC6;SMARCA5;TET1;TSC2;SMARCA1;ISL1;ELP6;TDRD3;H2BC13;GCFC2;POLR3A;H3-7;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;TELO2
union (82),GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),1.5567859338626378e-09,6.772018812302474e-08,78.5,47,KHDRBS1;BLM;BRAT1;CHD7;NCAPG2;CSTF2T;AAAS;MACROH2A1;N4BP2L2;LARP1B;H2AC18;BAG6;SART1;CDC45;MCRIP2;H3C1;MVB12A;UFD1;BANF1;UBAP2L;KNTC1;TNPO1;POLE;TMPO;RBM6;TLE4;NCOA1;NCOA2;H2AC6;SMARCA5;TET1;TSC2;SMARCA1;ISL1;ELP6;TDRD3;H2BC13;BCL9;GCFC2;POLR3A;H3-7;PSPC1;EIF3G;UBAP2;RNPS1;MAGED2;TELO2
union (82),GO_Cellular_Component_2023,NURF Complex (GO:0016589),0.0002464338466373958,0.00585159870925322,1034.1,2,SMARCA5;SMARCA1
union (82),GO_Cellular_Component_2023,Cytoplasmic Stress Granule (GO:0010494),0.0002690390211150906,0.00585159870925322,116.2,4,RPTOR;MCRIP2;LARP1B;GIGYF2
union (82),GO_Cellular_Component_2023,P-body (GO:0000932),0.0003770670101865328,0.00656096597724567,101.5,4,TNRC6C;UBAP2;DCP1A;TNRC6B
union (82),GO_Cellular_Component_2023,Chromosome (GO:0005694),0.000572077704926194,0.007822343854727043,60.2,5,BLM;SMARCA5;BANF1;MACROH2A1;FTSJ3
union (82),GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),0.0006293839883113713,0.007822343854727043,82.4,4,BLM;CDC45;NCAPG2;MACROH2A1
union (82),GO_Cellular_Component_2023,ISWI-type Complex (GO:0031010),0.0012577869835240496,0.01367843344582404,302.2,2,SMARCA5;SMARCA1
union (82),GO_Cellular_Component_2023,Condensed Chromosome (GO:0000793),0.0019209292844380047,0.01856898308290071,82.8,3,NCAPG2;SMARCA5;BANF1
union (82),GO_Cellular_Component_2023,Pericentric Heterochromatin (GO:0005721),0.003315096183487078,0.028841336796337574,149.5,2,SMARCA5;MACROH2A1
union (82),GO_Molecular_Function_2023,DNA Binding (GO:0003677),2.7778251903539345e-07,3.4167249841353396e-05,84.2,16,KHDRBS1;BLM;GTF3C5;H2AC6;MPG;CHD7;SMARCA5;TET1;SMARCA1;MACROH2A1;H2AC18;H2BC13;CDC45;BANF1;POLE;RBM6
union (82),GO_Molecular_Function_2023,RNA Binding (GO:0003723),3.183012268442555e-06,0.00019575525450921713,50.8,19,OTUD4;KHDRBS1;COL14A1;CSTF2T;TDRD3;GIGYF2;LARP1B;FTSJ3;SART1;PSPC1;FRG1;EIF3G;UBAP2;UBAP2L;RNPS1;DCP1A;TNPO1;TNRC6B;RBM6
union (82),GO_Molecular_Function_2023,Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),0.0013423682665534447,0.055037098928691235,99.8,3,BAG6;UFD1;TAB2
union (82),KEGG_2021_Human,Systemic lupus erythematosus,1.9451331421453545e-05,0.0018089738221951797,131.4,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
union (82),KEGG_2021_Human,Fanconi anemia pathway,7.101006813328604e-05,0.002951705685965968,194.7,4,FANCI;BLM;FANCB;TELO2
union (82),KEGG_2021_Human,Alcoholism,0.00011631046404317375,0.002951705685965968,78.4,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
union (82),KEGG_2021_Human,Neutrophil extracellular trap formation,0.00012695508326735345,0.002951705685965968,76.4,6,H2BC13;H2AC6;H3C1;H4C1;MACROH2A1;H2AC18
union (82),Reactome_2022,Cell Cycle R-HSA-1640170,5.830330911491641e-08,2.5770062628793054e-05,112.5,15,BLM;H2AC6;NCAPG2;SMARCA5;HAUS5;AAAS;H2BC13;CDC23;CDC45;BANF1;KNTC1;TNPO1;POLE;TMPO;CEP78
union (82),Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",1.9792406777572638e-07,4.374121897843553e-05,110.7,13,H2AC6;NCAPG2;HAUS5;AAAS;H2BC13;CDC23;CDC45;BANF1;KNTC1;TNPO1;POLE;TMPO;CEP78
union (82),Reactome_2022,M Phase R-HSA-68886,4.2214714085668955e-07,6.219634541955227e-05,120.5,11,H2BC13;CDC23;H2AC6;NCAPG2;BANF1;KNTC1;HAUS5;TNPO1;AAAS;TMPO;CEP78
union (82),Reactome_2022,DNA Repair R-HSA-73894,4.9981327305385075e-06,0.0005522936667245051,98.1,9,FANCI;H2BC13;BLM;H2AC6;MPG;SMARCA5;UFD1;FANCB;POLE
union (82),Reactome_2022,Mitotic Prophase R-HSA-68875,6.67614544141649e-06,0.0005901712570212177,175.8,6,H2BC13;H2AC6;NCAPG2;BANF1;AAAS;TMPO
union (82),Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,9.465505011233476e-06,0.0006972922024941994,160.1,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,6.120238290161288e-05,0.0036252046077422996,75.8,7,GCFC2;SART1;CSTF2T;THOC3;RNPS1;PPIL3;AAAS
union (82),Reactome_2022,Gene Expression (Transcription) R-HSA-74160,6.732934897179962e-05,0.0036252046077422996,32.4,17,FANCI;BLM;GTF3C5;H2AC6;SMARCA5;TET1;TSC2;CSTF2T;THOC3;AAAS;TNRC6C;RPTOR;H2BC13;POLR3A;CDC23;RNPS1;TNRC6B
union (82),Reactome_2022,HATs Acetylate Histones R-HSA-3214847,7.50441107036024e-05,0.0036252046077422996,121.0,5,NCOA1;NCOA2;H2BC13;H2AC6;ELP6
union (82),Reactome_2022,Gene Silencing By RNA R-HSA-211000,8.201820379507465e-05,0.0036252046077422996,117.5,5,TNRC6C;H2BC13;H2AC6;AAAS;TNRC6B
union (82),Reactome_2022,Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,0.00010746805685816482,0.004193029159779275,166.2,4,TLE4;H2BC13;BCL9;H2AC6
union (82),Reactome_2022,Pre-NOTCH Transcription And Translation R-HSA-1912408,0.00012217937162628187,0.004193029159779275,158.2,4,TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,ESR-mediated Signaling R-HSA-8939211,0.0001233243870523316,0.004193029159779275,77.1,6,NCOA1;TNRC6C;NCOA2;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459,0.00015590212575406875,0.0048632488956497615,144.0,4,TNRC6C;H2BC13;H2AC6;TNRC6B
union (82),Reactome_2022,Cellular Responses To Stress R-HSA-2262752,0.00017079472649226375,0.0048632488956497615,36.3,11,NCOA1;TNRC6C;RPTOR;NCOA2;H2BC13;CDC23;H2AC6;BAG2;UFD1;AAAS;TNRC6B
union (82),Reactome_2022,DNA Replication Pre-Initiation R-HSA-69002,0.00017604520889229907,0.0048632488956497615,91.1,5,H2BC13;CDC23;CDC45;H2AC6;POLE
union (82),Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,0.0002017291121198348,0.005244956915115705,34.9,11,NCOA1;TNRC6C;RPTOR;NCOA2;H2BC13;CDC23;H2AC6;BAG2;UFD1;AAAS;TNRC6B
