gene,Yi_remaining_15h,Yi_decay_k,Li_HEK293T_t_half_h,is_WT_best_hit
BTBD1,0.3174979709882523,0.0750154769229283,4.37,False
BTBD10,0.2493276382744211,0.0913561979394451,6.79,False
BTBD2,0.5613405199466786,0.0379274420843963,8.74,False
BTRC,0.4845830408583029,0.0470812554848794,7.7,False
BUB1,0.2566317752814646,0.0861660650278949,6.99,False
BUD23,0.6727099962502183,0.0274108128847404,11.58,False
C11orf49,0.7313276904327595,0.0189252105167286,14.64,False
C11orf95,0.5116721703325964,0.0419665127956644,16.38,False
C12orf45,0.6728506929280271,0.0244721999560541,22.28,False
C12orf57,0.2571185012385746,0.0871798404697709,10.96,False
C14orf119,0.1319102282852708,0.1288450042573086,2.2,False
C15orf39,0.3741922337187457,0.0659572503334723,7.41,False
C1orf112,1.49669698708378,-0.0260843569138995,14.76,False
C1orf198,0.4216042140354757,0.0567205173413301,12.79,False
C3orf38,0.5721837058435766,0.036557917052357,33.58,False
C5orf22,0.8013971381398668,0.012589834640129,10.26,False
C5orf30,0.3036946420395958,0.0815063960509828,6.97,False
C9orf40,0.7500867844172154,0.0209217051498445,10.95,False
CALCOCO1,0.4387192661841188,0.0527814493593094,17.0,False
CALCOCO2,0.4063484381747974,0.0574079564854894,9.23,False
CASP2,0.4858684771076191,0.0459502124109265,10.27,False
CASP8AP2,0.2651661283391573,0.0896413920330683,12.44,False
CAVIN1,0.1182440982832064,0.1413355643306721,4.09,False
CBFA2T2,0.4488961081029214,0.0504069300787964,9.23,False
CBX4,0.2677579195094226,0.0874576875272844,13.12,False
CBX6,0.524151937027624,0.0405771396339327,8.37,False
CBY1,0.1691255666363038,0.1122697469143162,2.51,False
CCDC102A,0.5964812830833481,0.0340335122663924,11.74,False
CCDC106,0.4305827480884824,0.0554330174234574,8.61,False
CCDC120,0.3942714907058937,0.0655366000534252,13.87,False
CCDC130,0.3818240758215387,0.0647297341407128,13.52,False
CCDC138,0.4737754420111015,0.0481764405314545,12.83,False
CCDC14,0.329330471707724,0.0680139142866994,9.43,False
CCDC174,0.7181611954812013,0.0221886132940921,23.4,False
CCDC18,0.606887842355275,0.0333754529877461,19.91,False
CCDC186,0.6282079858604832,0.0308622022366321,26.94,False
CCDC50,0.6855156830132065,0.0246949746847345,32.67,False
CCDC66,0.2533267506516646,0.0909654437562936,8.45,False
CCDC77,0.2784213099450205,0.0773052442286843,2.29,False
CCDC8,0.6723721132195946,0.0273708886863596,9.82,False
CCDC82,0.4594525499992735,0.0527706535811733,11.06,False
CCDC86,0.5731139070010249,0.0371436016630204,27.96,False
CCNA2,0.1821253737574009,0.1100460920252154,9.62,False
CCNB1,0.3909063317558662,0.0582940882574719,10.72,False
CCNB2,0.2822232082040552,0.0797605029635777,10.03,False
CCNDBP1,0.8747333550384917,0.0105218230014565,5.85,False
CCNE2,0.1407145674182284,0.1319787096326006,8.09,False
CCNG1,0.5825588758841298,0.0291773550412603,0.44,False
CCNH,0.9652324664783593,0.0036527589444194,21.06,False
CCP110,0.4326366773925268,0.0546848001749651,21.85,False
CD109,0.4271882517853439,0.056723841168978,19.01,False
CD2BP2,0.4426656707441537,0.0533892481730441,23.14,False
CDC123,0.8187368518005637,0.0132121954330768,16.47,False
CDC20,0.2537659484891721,0.0858864384216803,1.8,False
CDC25C,0.6136345950339428,0.0320321016225961,25.91,False
CDC34,0.5353100110629989,0.0407003562292903,25.19,False
CDC42EP1,0.8748739867084776,0.0085937285784047,14.43,False
CDC42EP2,0.5715091883255834,0.0359100454894741,12.83,False
CDC42EP3,0.1991547340136078,0.1061800771771179,6.7,False
CDC6,0.2389436740030965,0.0924953239009483,2.7,False
CDC7,0.2576093101127933,0.0858060832576355,3.85,False
CDC73,0.9787189574830988,0.002627810516729,26.9,False
CDCA2,0.3692216341974758,0.0669650576107562,10.57,False
CDCA7,0.2257832079749955,0.0881753601047243,0.88,False
CDCA7L,0.1803686679932055,0.1127901292472547,2.72,False
CDCA8,0.2552419484810561,0.0897586380996272,8.51,False
CDK17,0.3668304615025909,0.0660888832939733,20.16,False
CDK2AP1,0.7369441521749145,0.0199093778704128,15.88,False
CDK5RAP2,0.322905454260715,0.0738508092038319,14.24,False
CDK7,0.8076926900983903,0.014608315231886,27.28,False
CDKN2A,0.7531151496037654,0.0182316243438748,4.74,False
CDR2,0.4819072435323288,0.0473695781708652,7.6,False
CDR2L,0.6797674601582466,0.0274766485113502,21.63,False
CENPE,0.2465776032087413,0.0890891184571436,5.94,False
CENPF,0.2351598538776154,0.093514560314303,3.08,False
CENPH,0.5548961498398064,0.0367689348969606,9.3,False
CENPI,0.6579129090464679,0.0263042423866862,12.21,False
CENPQ,0.4128658502301274,0.0563813518219344,14.3,False
CEP104,0.3396544390028921,0.0729120200716349,9.99,False
CEP112,0.9442988697182028,0.0039586289667489,19.87,False
CEP131,0.7718727898898865,0.0165173529991285,18.32,False
CEP135,0.6700670315441473,0.0249620370773185,23.52,False
CEP152,0.4207021139006942,0.0563145397592795,22.69,False
CEP162,0.5626364339342321,0.0444747026597894,11.54,False
CEP164,0.2964103846428432,0.0814716629867388,6.7,False
CEP250,0.6315870835949373,0.0289242791650031,24.45,False
CEP290,0.6335165664592464,0.0289694552862116,19.33,False
CEP350,0.4397814984101776,0.054525556171146,19.78,False
CEP55,0.5985723726263434,0.0344971126163549,15.93,False
CEP63,0.4356950323872182,0.0531861644614919,14.96,False
CEP72,0.4796876515166109,0.0481844471225808,9.62,False
CEP78,0.5065948938539268,0.044681884431123,22.74,False
